frame,ctrl_name,cam_idx,led_id,depth_m,facing_cos,brightness,area
84034102979627.png,right_controller,0,22,0.27499,0.10723,35.0,1.00
84034102979627.png,right_controller,0,23,0.30953,0.77933,166.0,10.00
84034102979627.png,right_controller,0,24,0.31349,0.92745,162.0,5.50
84034102979627.png,right_controller,0,27,0.28921,0.37528,63.0,3.00
84034102979627.png,right_controller,0,28,0.26307,0.11878,56.0,1.50
84034102979627.png,right_controller,0,29,0.31143,0.85309,187.0,10.00
84034102979627.png,right_controller,0,31,0.28370,0.52301,135.0,8.00
84034125222795.png,right_controller,0,19,0.28637,0.51731,33.0,1.00
84034125222795.png,right_controller,0,20,0.30254,0.79030,136.0,7.00
84034125222795.png,right_controller,0,21,0.30970,0.72520,51.0,1.50
84034125222795.png,right_controller,0,22,0.27612,0.11099,29.0,1.00
84034125222795.png,right_controller,0,23,0.31030,0.77782,174.0,10.00
84034125222795.png,right_controller,0,24,0.31423,0.92543,140.0,7.50
84034125222795.png,right_controller,0,27,0.29021,0.37689,56.0,1.50
84034125222795.png,right_controller,0,28,0.26412,0.11994,59.0,2.00
84034125222795.png,right_controller,0,29,0.31211,0.85041,192.0,9.00
84034125222795.png,right_controller,0,31,0.28452,0.52103,154.0,8.00
84034136256482.png,right_controller,0,19,0.28732,0.53612,30.0,1.00
84034136256482.png,right_controller,0,20,0.30357,0.80289,149.0,6.50
84034136256482.png,right_controller,0,21,0.30909,0.70916,66.0,2.00
84034136256482.png,right_controller,0,22,0.27509,0.08972,39.0,1.00
84034136256482.png,right_controller,0,23,0.31009,0.76549,161.0,8.00
84034136256482.png,right_controller,0,24,0.31491,0.92929,156.0,8.00
84034136256482.png,right_controller,0,27,0.28926,0.35455,61.0,1.50
84034136256482.png,right_controller,0,28,0.26494,0.14233,77.0,2.50
84034136256482.png,right_controller,0,29,0.31245,0.84642,183.0,8.50
84034136256482.png,right_controller,0,31,0.28575,0.54086,175.0,6.50
84034158457471.png,right_controller,0,19,0.28552,0.52379,36.0,1.00
84034158457471.png,right_controller,0,20,0.30199,0.79587,121.0,7.00
84034158457471.png,right_controller,0,21,0.30842,0.71964,59.0,2.50
84034158457471.png,right_controller,0,22,0.27445,0.10223,35.0,1.00
84034158457471.png,right_controller,0,23,0.30936,0.77467,155.0,8.00
84034158457471.png,right_controller,0,24,0.31361,0.92793,176.0,6.50
84034158457471.png,right_controller,0,27,0.28873,0.36887,60.0,2.00
84034158457471.png,right_controller,0,28,0.26315,0.12736,74.0,2.00
84034158457471.png,right_controller,0,29,0.31146,0.85066,204.0,8.50
84034158457471.png,right_controller,0,31,0.28397,0.52916,152.0,6.50
84034169557716.png,right_controller,0,19,0.28550,0.53125,42.0,1.00
84034169557716.png,right_controller,0,20,0.30177,0.79632,171.0,6.00
84034169557716.png,right_controller,0,21,0.30786,0.71673,50.0,1.00
84034169557716.png,right_controller,0,22,0.27397,0.10419,32.0,1.00
84034169557716.png,right_controller,0,23,0.30875,0.76870,158.0,8.00
84034169557716.png,right_controller,0,24,0.31325,0.92556,152.0,6.00
84034169557716.png,right_controller,0,27,0.28814,0.36633,55.0,2.00
84034169557716.png,right_controller,0,28,0.26315,0.13768,76.0,4.00
84034169557716.png,right_controller,0,29,0.31093,0.84492,205.0,10.50
84034169557716.png,right_controller,0,31,0.28387,0.53252,139.0,7.50
84034191710224.png,right_controller,0,19,0.28615,0.53397,37.0,1.00
84034191710224.png,right_controller,0,20,0.30218,0.79525,153.0,7.50
84034191710224.png,right_controller,0,21,0.30831,0.71601,62.0,1.50
84034191710224.png,right_controller,0,22,0.27462,0.10683,34.0,1.00
84034191710224.png,right_controller,0,23,0.30905,0.76569,173.0,8.50
84034191710224.png,right_controller,0,24,0.31359,0.92354,155.0,7.50
84034191710224.png,right_controller,0,27,0.28865,0.36621,58.0,2.50
84034191710224.png,right_controller,0,28,0.26387,0.14178,66.0,2.00
84034191710224.png,right_controller,0,29,0.31117,0.84136,196.0,8.50
84034191710224.png,right_controller,0,31,0.28435,0.53250,152.0,8.00
84034202817332.png,right_controller,0,19,0.28626,0.53748,38.0,1.50
84034202817332.png,right_controller,0,20,0.30208,0.79379,142.0,8.00
84034202817332.png,right_controller,0,21,0.30810,0.71561,55.0,1.50
84034202817332.png,right_controller,0,22,0.27455,0.11121,35.0,1.00
84034202817332.png,right_controller,0,23,0.30874,0.76224,188.0,8.00
84034202817332.png,right_controller,0,24,0.31339,0.92091,141.0,7.50
84034202817332.png,right_controller,0,27,0.28846,0.36696,70.0,3.00
84034202817332.png,right_controller,0,28,0.26401,0.14719,70.0,3.50
84034202817332.png,right_controller,0,29,0.31086,0.83698,177.0,8.50
84034202817332.png,right_controller,0,31,0.28433,0.53247,142.0,8.00
84034225007501.png,right_controller,0,19,0.28583,0.53091,34.0,1.00
84034225007501.png,right_controller,0,20,0.30162,0.78756,161.0,6.00
84034225007501.png,right_controller,0,21,0.30838,0.72237,64.0,3.00
84034225007501.png,right_controller,0,22,0.27502,0.12246,35.0,1.00
84034225007501.png,right_controller,0,23,0.30884,0.76597,177.0,8.00
84034225007501.png,right_controller,0,24,0.31309,0.91795,170.0,6.00
84034225007501.png,right_controller,0,27,0.28888,0.37700,54.0,1.50
84034225007501.png,right_controller,0,28,0.26364,0.13997,81.0,3.50
84034225007501.png,right_controller,0,29,0.31071,0.83663,226.0,10.50
84034225007501.png,right_controller,0,31,0.28378,0.52376,168.0,6.00
84034236091240.png,right_controller,0,19,0.28567,0.53069,31.0,1.00
84034236091240.png,right_controller,0,20,0.30158,0.78854,132.0,7.50
84034236091240.png,right_controller,0,21,0.30816,0.72201,68.0,3.00
84034236091240.png,right_controller,0,22,0.27467,0.12058,41.0,2.00
84034236091240.png,right_controller,0,23,0.30873,0.76663,170.0,8.00
84034236091240.png,right_controller,0,24,0.31305,0.91892,149.0,7.00
84034236091240.png,right_controller,0,27,0.28861,0.37613,53.0,1.00
84034236091240.png,right_controller,0,28,0.26344,0.13936,73.0,4.00
84034236091240.png,right_controller,0,29,0.31069,0.83786,224.0,10.50
84034236091240.png,right_controller,0,31,0.28373,0.52464,138.0,7.50
84034258261188.png,right_controller,0,19,0.28539,0.52787,32.0,1.00
84034258261188.png,right_controller,0,20,0.30140,0.78831,159.0,6.00
84034258261188.png,right_controller,0,21,0.30810,0.72342,53.0,1.00
84034258261188.png,right_controller,0,22,0.27454,0.12036,36.0,1.00
84034258261188.png,right_controller,0,23,0.30871,0.76911,150.0,8.00
84034258261188.png,right_controller,0,24,0.31294,0.91981,161.0,6.50
84034258261188.png,right_controller,0,27,0.28855,0.37756,73.0,3.00
84034258261188.png,right_controller,0,28,0.26314,0.13549,63.0,2.00
84034258261188.png,right_controller,0,29,0.31064,0.84012,201.0,9.50
84034258261188.png,right_controller,0,31,0.28350,0.52330,153.0,6.00
84034269373511.png,right_controller,0,20,0.30061,0.78099,142.0,5.50
84034269373511.png,right_controller,0,21,0.30801,0.72809,56.0,2.00
84034269373511.png,right_controller,0,22,0.27506,0.13565,35.0,1.50
84034269373511.png,right_controller,0,23,0.30812,0.76688,172.0,8.00
84034269373511.png,right_controller,0,24,0.31212,0.91340,152.0,6.50
84034269373511.png,right_controller,0,27,0.28871,0.38656,61.0,2.50
84034269373511.png,right_controller,0,28,0.26311,0.13757,58.0,2.00
84034269373511.png,right_controller,0,29,0.30974,0.83324,214.0,10.00
84034269373511.png,right_controller,0,31,0.28281,0.51611,135.0,8.00
84034291610091.png,right_controller,0,19,0.28516,0.52435,28.0,1.00
84034291610091.png,right_controller,0,20,0.30070,0.78092,136.0,7.50
84034291610091.png,right_controller,0,21,0.30827,0.72941,49.0,1.50
84034291610091.png,right_controller,0,22,0.27527,0.13466,40.0,1.50
84034291610091.png,right_controller,0,23,0.30842,0.76963,169.0,9.00
84034291610091.png,right_controller,0,24,0.31229,0.91460,127.0,7.50
84034291610091.png,right_controller,0,27,0.28898,0.38764,69.0,3.50
84034291610091.png,right_controller,0,28,0.26308,0.13297,75.0,2.50
84034291610091.png,right_controller,0,29,0.31000,0.83594,229.0,10.50
84034291610091.png,right_controller,0,31,0.28284,0.51471,151.0,7.00
84034302682769.png,right_controller,0,19,0.28485,0.52359,40.0,1.00
84034302682769.png,right_controller,0,20,0.30040,0.78481,132.0,7.50
84034302682769.png,right_controller,0,21,0.30786,0.72749,55.0,2.00
84034302682769.png,right_controller,0,22,0.27483,0.12657,41.0,1.50
84034302682769.png,right_controller,0,23,0.30803,0.77176,143.0,8.00
84034302682769.png,right_controller,0,24,0.31196,0.91837,176.0,5.00
84034302682769.png,right_controller,0,27,0.28855,0.38347,65.0,1.50
84034302682769.png,right_controller,0,28,0.26276,0.13063,78.0,3.50
84034302682769.png,right_controller,0,29,0.30965,0.84047,206.0,9.00
84034302682769.png,right_controller,0,31,0.28256,0.51820,135.0,7.50
84034324855210.png,right_controller,0,19,0.28529,0.52282,33.0,1.00
84034324855210.png,right_controller,0,20,0.30062,0.78217,132.0,6.50
84034324855210.png,right_controller,0,21,0.30840,0.72909,68.0,3.00
84034324855210.png,right_controller,0,22,0.27562,0.13128,38.0,1.00
84034324855210.png,right_controller,0,23,0.30837,0.77121,183.0,8.50
84034324855210.png,right_controller,0,24,0.31218,0.91629,140.0,6.50
84034324855210.png,right_controller,0,27,0.28919,0.38637,77.0,3.50
84034324855210.png,right_controller,0,28,0.26328,0.13037,55.0,2.00
84034324855210.png,right_controller,0,29,0.30985,0.83836,217.0,11.50
84034324855210.png,right_controller,0,31,0.28281,0.51529,153.0,6.00
84034335973698.png,right_controller,0,20,0.29801,0.76953,152.0,7.00
84034335973698.png,right_controller,0,21,0.30760,0.74306,65.0,3.00
84034335973698.png,right_controller,0,22,0.27554,0.15404,46.0,2.00
84034335973698.png,right_controller,0,23,0.30697,0.77963,160.0,8.00
84034335973698.png,right_controller,0,24,0.30986,0.91049,162.0,6.50
84034335973698.png,right_controller,0,27,0.28884,0.40722,66.0,3.00
84034335973698.png,right_controller,0,28,0.26128,0.11486,59.0,2.00
84034335973698.png,right_controller,0,29,0.30780,0.83852,226.0,9.50
84034335973698.png,right_controller,0,31,0.28010,0.49754,172.0,6.50
84034358173961.png,right_controller,0,19,0.28402,0.51328,31.0,1.00
84034358173961.png,right_controller,0,20,0.29866,0.76907,138.0,6.00
84034358173961.png,right_controller,0,21,0.30814,0.74099,65.0,2.50
84034358173961.png,right_controller,0,22,0.27629,0.15563,41.0,1.00
84034358173961.png,right_controller,0,23,0.30735,0.77506,162.0,8.00
84034358173961.png,right_controller,0,24,0.31039,0.90824,169.0,6.50
84034358173961.png,right_controller,0,27,0.28942,0.40544,77.0,2.50
84034358173961.png,right_controller,0,28,0.26229,0.12145,73.0,2.50
84034358173961.png,right_controller,0,29,0.30817,0.83386,198.0,8.50
84034358173961.png,right_controller,0,31,0.28087,0.49890,132.0,8.00
84034369287166.png,right_controller,0,20,0.29724,0.76880,153.0,6.00
84034369287166.png,right_controller,0,21,0.30708,0.74496,67.0,3.00
84034369287166.png,right_controller,0,22,0.27532,0.15485,39.0,1.00
84034369287166.png,right_controller,0,23,0.30621,0.78228,183.0,9.00
84034369287166.png,right_controller,0,24,0.30905,0.91107,141.0,8.00
84034369287166.png,right_controller,0,27,0.28844,0.40945,71.0,1.50
84034369287166.png,right_controller,0,28,0.26092,0.11063,72.0,2.50
84034369287166.png,right_controller,0,29,0.30690,0.84063,200.0,10.00
84034369287166.png,right_controller,0,31,0.27941,0.49557,134.0,7.50
84034391527301.png,right_controller,0,20,0.29813,0.76712,140.0,6.50
84034391527301.png,right_controller,0,21,0.30804,0.74436,58.0,3.00
84034391527301.png,right_controller,0,22,0.27659,0.15771,41.0,1.00
84034391527301.png,right_controller,0,23,0.30696,0.77921,159.0,8.50
84034391527301.png,right_controller,0,24,0.30984,0.90868,131.0,5.50
84034391527301.png,right_controller,0,27,0.28949,0.40952,83.0,3.50
84034391527301.png,right_controller,0,28,0.26224,0.11408,72.0,3.00
84034391527301.png,right_controller,0,29,0.30757,0.83679,206.0,10.00
84034391527301.png,right_controller,0,31,0.28041,0.49474,151.0,6.50
84034402549908.png,right_controller,0,20,0.29306,0.73127,126.0,7.00
84034402549908.png,right_controller,0,21,0.30639,0.76957,68.0,3.00
84034402549908.png,right_controller,0,22,0.27729,0.22316,46.0,2.50
84034402549908.png,right_controller,0,23,0.30354,0.77938,176.0,9.00
84034402549908.png,right_controller,0,24,0.30492,0.88200,136.0,7.50
84034402549908.png,right_controller,0,27,0.28900,0.45480,67.0,4.00
84034402549908.png,right_controller,0,28,0.25981,0.10492,75.0,2.50
84034402549908.png,right_controller,0,29,0.30274,0.81517,207.0,9.00
84034402549908.png,right_controller,0,31,0.27559,0.45497,143.0,7.00
84034424738582.png,right_controller,0,20,0.29307,0.72668,131.0,7.00
84034424738582.png,right_controller,0,21,0.30670,0.77228,57.0,2.00
84034424738582.png,right_controller,0,22,0.27785,0.23047,46.0,1.50
84034424738582.png,right_controller,0,23,0.30368,0.77919,196.0,9.50
84034424738582.png,right_controller,0,24,0.30493,0.87858,149.0,7.50
84034424738582.png,right_controller,0,27,0.28942,0.45982,54.0,1.00
84034424738582.png,right_controller,0,28,0.26011,0.10338,76.0,3.00
84034424738582.png,right_controller,0,29,0.30274,0.81238,188.0,9.00
84034424738582.png,right_controller,0,31,0.27564,0.44983,158.0,7.50
84034435839590.png,right_controller,0,20,0.29407,0.71147,146.0,5.00
84034435839590.png,right_controller,0,21,0.30844,0.77426,71.0,2.00
84034435839590.png,right_controller,0,22,0.28111,0.25480,50.0,3.00
84034435839590.png,right_controller,0,23,0.30440,0.76685,163.0,8.50
84034435839590.png,right_controller,0,24,0.30557,0.86225,133.0,7.50
84034435839590.png,right_controller,0,27,0.29172,0.46959,97.0,4.00
84034435839590.png,right_controller,0,28,0.26318,0.11482,71.0,3.50
84034435839590.png,right_controller,0,29,0.30296,0.79221,215.0,9.00
84034435839590.png,right_controller,0,31,0.27714,0.43794,134.0,7.50
84034458033697.png,right_controller,0,20,0.29202,0.71600,128.0,7.00
84034458033697.png,right_controller,0,21,0.30662,0.78079,73.0,2.50
84034458033697.png,right_controller,0,22,0.27831,0.24707,46.0,1.00
84034458033697.png,right_controller,0,23,0.30320,0.78281,184.0,8.00
84034458033697.png,right_controller,0,24,0.30399,0.87233,135.0,6.00
84034458033697.png,right_controller,0,27,0.28965,0.47369,82.0,2.50
84034458033697.png,right_controller,0,28,0.25961,0.09395,57.0,1.50
84034458033697.png,right_controller,0,29,0.30189,0.80981,203.0,9.00
84034458033697.png,right_controller,0,31,0.27462,0.43617,122.0,7.50
84034469151644.png,right_controller,0,20,0.29377,0.73093,159.0,4.00
84034469151644.png,right_controller,0,21,0.30735,0.77550,81.0,2.50
84034469151644.png,right_controller,0,22,0.27817,0.21887,53.0,2.50
84034469151644.png,right_controller,0,23,0.30455,0.79156,167.0,8.00
84034469151644.png,right_controller,0,24,0.30575,0.88743,137.0,5.50
84034469151644.png,right_controller,0,27,0.28997,0.45951,76.0,5.00
84034469151644.png,right_controller,0,29,0.30369,0.82720,233.0,9.00
84034469151644.png,right_controller,0,31,0.27621,0.44846,151.0,6.00
84034491313979.png,right_controller,0,20,0.29354,0.74171,126.0,7.00
84034491313979.png,right_controller,0,21,0.30618,0.76788,68.0,2.50
84034491313979.png,right_controller,0,22,0.27663,0.20190,50.0,3.50
84034491313979.png,right_controller,0,23,0.30366,0.78997,196.0,9.50
84034491313979.png,right_controller,0,24,0.30536,0.89448,155.0,5.00
84034491313979.png,right_controller,0,27,0.28855,0.44666,84.0,3.50
84034491313979.png,right_controller,0,28,0.25982,0.09087,66.0,2.50
84034491313979.png,right_controller,0,29,0.30313,0.83177,215.0,9.00
84034491313979.png,right_controller,0,31,0.27604,0.46161,140.0,7.50
84034502396061.png,right_controller,0,20,0.29424,0.73759,140.0,7.50
84034502396061.png,right_controller,0,21,0.30752,0.77293,64.0,3.00
84034502396061.png,right_controller,0,22,0.27835,0.20489,57.0,3.00
84034502396061.png,right_controller,0,23,0.30472,0.79603,203.0,8.00
84034502396061.png,right_controller,0,24,0.30612,0.89449,125.0,7.00
84034502396061.png,right_controller,0,27,0.29010,0.45269,67.0,6.00
84034502396061.png,right_controller,0,29,0.30394,0.83572,190.0,10.00
84034502396061.png,right_controller,0,31,0.27676,0.45355,143.0,6.00
84034524587246.png,right_controller,0,20,0.29237,0.73224,148.0,7.50
84034524587246.png,right_controller,0,21,0.30586,0.77280,62.0,2.00
84034524587246.png,right_controller,0,22,0.27744,0.21856,58.0,3.50
84034524587246.png,right_controller,0,23,0.30256,0.78744,189.0,7.00
84034524587246.png,right_controller,0,24,0.30402,0.88644,139.0,7.00
84034524587246.png,right_controller,0,27,0.28868,0.45666,79.0,1.50
84034524587246.png,right_controller,0,28,0.26011,0.09167,67.0,3.00
84034524587246.png,right_controller,0,29,0.30157,0.82377,194.0,10.00
84034524587246.png,right_controller,0,31,0.27517,0.45204,140.0,6.00
84034535681078.png,right_controller,0,20,0.29232,0.71865,151.0,5.50
84034535681078.png,right_controller,0,21,0.30659,0.77633,74.0,3.00
84034535681078.png,right_controller,0,22,0.27952,0.24182,52.0,2.50
84034535681078.png,right_controller,0,23,0.30240,0.77836,161.0,8.50
84034535681078.png,right_controller,0,24,0.30369,0.87260,144.0,5.00
84034535681078.png,right_controller,0,27,0.28994,0.46742,86.0,4.50
84034535681078.png,right_controller,0,28,0.26185,0.10026,73.0,3.00
84034535681078.png,right_controller,0,29,0.30093,0.80730,204.0,8.50
84034535681078.png,right_controller,0,31,0.27554,0.44071,153.0,7.00
84034557831593.png,right_controller,0,20,0.29030,0.71039,119.0,6.00
84034557831593.png,right_controller,0,21,0.30523,0.78019,68.0,1.50
84034557831593.png,right_controller,0,22,0.27866,0.25733,61.0,3.00
84034557831593.png,right_controller,0,23,0.30069,0.77545,198.0,8.00
84034557831593.png,right_controller,0,24,0.30169,0.86493,129.0,5.00
84034557831593.png,right_controller,0,27,0.28883,0.47641,78.0,4.00
84034557831593.png,right_controller,0,28,0.26038,0.10325,67.0,2.50
84034557831593.png,right_controller,0,29,0.29895,0.79952,207.0,9.00
84034557831593.png,right_controller,0,31,0.27358,0.43334,130.0,8.00
84034568928973.png,right_controller,0,20,0.28889,0.70524,139.0,6.50
84034568928973.png,right_controller,0,21,0.30372,0.77738,58.0,2.50
84034568928973.png,right_controller,0,22,0.27818,0.26828,62.0,2.50
84034568928973.png,right_controller,0,23,0.29856,0.76441,182.0,9.00
84034568928973.png,right_controller,0,24,0.29985,0.85601,132.0,7.00
84034568928973.png,right_controller,0,27,0.28764,0.47739,98.0,4.00
84034568928973.png,right_controller,0,28,0.26052,0.11903,58.0,2.50
84034568928973.png,right_controller,0,29,0.29665,0.78585,194.0,8.50
84034568928973.png,right_controller,0,31,0.27266,0.43311,131.0,8.00
84034591141392.png,right_controller,0,20,0.28852,0.70816,130.0,5.00
84034591141392.png,right_controller,0,21,0.30323,0.77736,68.0,2.00
84034591141392.png,right_controller,0,22,0.27747,0.26392,65.0,3.00
84034591141392.png,right_controller,0,23,0.29821,0.76714,197.0,8.50
84034591141392.png,right_controller,0,24,0.29952,0.85930,137.0,6.00
84034591141392.png,right_controller,0,27,0.28706,0.47590,97.0,1.50
84034591141392.png,right_controller,0,28,0.25985,0.11650,62.0,2.00
84034591141392.png,right_controller,0,29,0.29637,0.79000,215.0,10.00
84034591141392.png,right_controller,0,31,0.27221,0.43523,156.0,7.50
84034602228495.png,right_controller,0,20,0.28937,0.71137,155.0,5.50
84034602228495.png,right_controller,0,21,0.30346,0.77092,60.0,2.00
84034602228495.png,right_controller,0,22,0.27819,0.25897,69.0,3.00
84034602228495.png,right_controller,0,23,0.29817,0.75953,161.0,8.50
84034602228495.png,right_controller,0,24,0.29998,0.85844,150.0,5.00
84034602228495.png,right_controller,0,27,0.28736,0.46788,88.0,4.00
84034602228495.png,right_controller,0,28,0.26161,0.12825,65.0,2.00
84034602228495.png,right_controller,0,29,0.29640,0.78467,208.0,8.50
84034602228495.png,right_controller,0,31,0.27343,0.44210,132.0,9.00
84034624408618.png,right_controller,0,20,0.28703,0.70063,146.0,6.00
84034624408618.png,right_controller,0,21,0.30249,0.78263,67.0,2.00
84034624408618.png,right_controller,0,22,0.27738,0.27560,57.0,3.00
84034624408618.png,right_controller,0,23,0.29705,0.76867,173.0,8.00
84034624408618.png,right_controller,0,24,0.29802,0.85437,159.0,4.00
84034624408618.png,right_controller,0,27,0.28664,0.48508,98.0,1.00
84034624408618.png,right_controller,0,28,0.25912,0.11157,75.0,2.50
84034624408618.png,right_controller,0,29,0.29487,0.78723,213.0,10.50
84034624408618.png,right_controller,0,31,0.27084,0.42621,156.0,6.50
84034635506682.png,right_controller,0,19,0.27944,0.50491,24.0,1.00
84034635506682.png,right_controller,0,20,0.28694,0.70499,136.0,7.00
84034635506682.png,right_controller,0,21,0.30143,0.77193,69.0,3.50
84034635506682.png,right_controller,0,22,0.27704,0.27126,69.0,3.00
84034635506682.png,right_controller,0,23,0.29561,0.75412,183.0,8.50
84034635506682.png,right_controller,0,24,0.29734,0.85102,141.0,6.00
84034635506682.png,right_controller,0,27,0.28567,0.47321,78.0,3.50
84034635506682.png,right_controller,0,28,0.26034,0.13535,76.0,2.50
84034635506682.png,right_controller,0,29,0.29357,0.77568,199.0,8.00
84034635506682.png,right_controller,0,31,0.27129,0.43807,130.0,8.00
84034657687454.png,right_controller,0,20,0.28609,0.70078,123.0,5.00
84034657687454.png,right_controller,0,21,0.30093,0.77488,56.0,1.50
84034657687454.png,right_controller,0,22,0.27671,0.27822,72.0,3.00
84034657687454.png,right_controller,0,23,0.29499,0.75481,190.0,10.00
84034657687454.png,right_controller,0,24,0.29654,0.84811,124.0,4.50
84034657687454.png,right_controller,0,27,0.28528,0.47853,69.0,6.00
84034657687454.png,right_controller,0,28,0.25964,0.13323,69.0,2.50
84034657687454.png,right_controller,0,29,0.29282,0.77391,232.0,11.50
84034657687454.png,right_controller,0,31,0.27044,0.43325,149.0,8.50
84034668803308.png,right_controller,0,20,0.28424,0.68951,134.0,5.50
84034668803308.png,right_controller,0,21,0.29955,0.77623,65.0,2.00
84034668803308.png,right_controller,0,22,0.27652,0.29671,70.0,3.00
84034668803308.png,right_controller,0,23,0.29291,0.74616,188.0,9.50
84034668803308.png,right_controller,0,24,0.29439,0.83574,134.0,5.00
84034668803308.png,right_controller,0,27,0.28437,0.48655,85.0,5.00
84034668803308.png,right_controller,0,28,0.25939,0.14211,79.0,3.50
84034668803308.png,right_controller,0,29,0.29038,0.75940,207.0,10.00
84034668803308.png,right_controller,0,31,0.26901,0.42511,146.0,6.50
84034691001674.png,right_controller,0,20,0.28366,0.69209,139.0,5.50
84034691001674.png,right_controller,0,21,0.29881,0.77622,71.0,2.50
84034691001674.png,right_controller,0,22,0.27561,0.29361,68.0,3.00
84034691001674.png,right_controller,0,23,0.29228,0.74817,167.0,7.50
84034691001674.png,right_controller,0,24,0.29383,0.83842,119.0,5.00
84034691001674.png,right_controller,0,27,0.28355,0.48543,79.0,3.50
84034691001674.png,right_controller,0,28,0.25860,0.14097,76.0,2.00
84034691001674.png,right_controller,0,29,0.28983,0.76258,224.0,9.50
84034691001674.png,right_controller,0,31,0.26839,0.42726,121.0,7.50
84034702128031.png,right_controller,0,20,0.28227,0.68610,138.0,7.00
84034702128031.png,right_controller,0,21,0.29713,0.76880,60.0,1.50
84034702128031.png,right_controller,0,22,0.27527,0.30439,78.0,3.50
84034702128031.png,right_controller,0,23,0.28987,0.73028,201.0,7.00
84034702128031.png,right_controller,0,24,0.29183,0.82579,139.0,5.50
84034702128031.png,right_controller,0,26,0.26593,0.10597,59.0,3.00
84034702128031.png,right_controller,0,27,0.28229,0.48258,101.0,4.00
84034702128031.png,right_controller,0,28,0.25921,0.16488,72.0,4.00
84034702128031.png,right_controller,0,29,0.28726,0.74237,207.0,9.00
84034702128031.png,right_controller,0,31,0.26767,0.42943,137.0,7.00
84034724361656.png,right_controller,0,20,0.28259,0.69212,123.0,6.50
84034724361656.png,right_controller,0,21,0.29679,0.76315,61.0,1.50
84034724361656.png,right_controller,0,22,0.27485,0.29599,56.0,4.00
84034724361656.png,right_controller,0,23,0.28962,0.72632,199.0,9.50
84034724361656.png,right_controller,0,24,0.29198,0.82845,111.0,7.00
84034724361656.png,right_controller,0,26,0.26564,0.09962,67.0,3.50
84034724361656.png,right_controller,0,27,0.28184,0.47418,74.0,5.00
84034724361656.png,right_controller,0,28,0.25960,0.17308,91.0,3.50
84034724361656.png,right_controller,0,29,0.28720,0.74192,219.0,11.50
84034724361656.png,right_controller,0,31,0.26811,0.43802,139.0,8.00
84034735418915.png,right_controller,0,20,0.28111,0.68767,153.0,5.00
84034735418915.png,right_controller,0,21,0.29538,0.76433,59.0,2.00
84034735418915.png,right_controller,0,22,0.27404,0.30348,71.0,4.50
84034735418915.png,right_controller,0,23,0.28788,0.72404,168.0,8.50
84034735418915.png,right_controller,0,24,0.29029,0.82396,124.0,5.00
84034735418915.png,right_controller,0,26,0.26513,0.10950,54.0,4.50
84034735418915.png,right_controller,0,27,0.28065,0.47817,95.0,4.50
84034735418915.png,right_controller,0,28,0.25894,0.17527,80.0,4.50
84034735418915.png,right_controller,0,29,0.28534,0.73723,222.0,8.50
84034735418915.png,right_controller,0,31,0.26687,0.43449,138.0,8.00
84034757648922.png,right_controller,0,20,0.28078,0.68697,137.0,6.00
84034757648922.png,right_controller,0,21,0.29510,0.76513,66.0,3.00
84034757648922.png,right_controller,0,22,0.27380,0.30476,64.0,4.50
84034757648922.png,right_controller,0,23,0.28758,0.72462,150.0,8.00
84034757648922.png,right_controller,0,24,0.28996,0.82365,126.0,5.00
84034757648922.png,right_controller,0,26,0.26490,0.11055,64.0,3.50
84034757648922.png,right_controller,0,27,0.28039,0.47940,78.0,6.00
84034757648922.png,right_controller,0,28,0.25866,0.17442,94.0,3.50
84034757648922.png,right_controller,0,29,0.28501,0.73734,175.0,8.50
84034757648922.png,right_controller,0,31,0.26655,0.43352,161.0,6.00
84034768719854.png,right_controller,0,20,0.27927,0.67727,140.0,6.00
84034768719854.png,right_controller,0,21,0.29383,0.76556,70.0,2.50
84034768719854.png,right_controller,0,22,0.27360,0.31925,75.0,4.50
84034768719854.png,right_controller,0,23,0.28573,0.71705,204.0,9.00
84034768719854.png,right_controller,0,24,0.28813,0.81295,127.0,7.00
84034768719854.png,right_controller,0,26,0.26523,0.13143,65.0,3.50
84034768719854.png,right_controller,0,27,0.27954,0.48547,90.0,4.50
84034768719854.png,right_controller,0,28,0.25861,0.18128,76.0,4.50
84034768719854.png,right_controller,0,29,0.28290,0.72500,215.0,10.00
84034768719854.png,right_controller,0,31,0.26547,0.42661,153.0,8.50
84034790898242.png,right_controller,0,19,0.27596,0.52848,26.0,1.00
84034790898242.png,right_controller,0,20,0.27929,0.68133,124.0,6.50
84034790898242.png,right_controller,0,21,0.29351,0.76441,59.0,1.50
84034790898242.png,right_controller,0,22,0.27308,0.31378,69.0,3.50
84034790898242.png,right_controller,0,23,0.28553,0.71847,194.0,8.50
84034790898242.png,right_controller,0,24,0.28811,0.81656,112.0,6.00
84034790898242.png,right_controller,0,26,0.26469,0.12466,66.0,4.00
84034790898242.png,right_controller,0,27,0.27910,0.48228,100.0,3.50
84034790898242.png,right_controller,0,28,0.25843,0.18132,86.0,3.00
84034790898242.png,right_controller,0,29,0.28284,0.72845,203.0,9.00
84034790898242.png,right_controller,0,31,0.26548,0.43050,156.0,7.50
84034801970110.png,right_controller,0,20,0.27875,0.68502,142.0,6.00
84034801970110.png,right_controller,0,21,0.29179,0.75649,51.0,1.50
84034801970110.png,right_controller,0,22,0.27197,0.30927,75.0,3.00
